Time(h)/Currency(c);Description
1137,117.76;Price after 47 days in Delve HC:
1143,117.59;Price after 47 days in Delve HC:
1149,117.43;Price after 47 days in Delve HC:
1155,117.3;Price after 48 days in Delve HC:
1161,117.1;Price after 48 days in Delve HC:
1167,116.87;Price after 48 days in Delve HC:
1173,116.69;Price after 48 days in Delve HC:
1179,116.54;Price after 49 days in Delve HC:
1185,116.3;Price after 49 days in Delve HC:
1191,116.04;Price after 49 days in Delve HC:
1197,115.69;Price after 49 days in Delve HC:
1203,114.62;Price after 50 days in Delve HC:
1209,113.82;Price after 50 days in Delve HC:
1215,112.97;Price after 50 days in Delve HC:
1221,111.83;Price after 50 days in Delve HC:
1227,110.71;Price after 51 days in Delve HC:
1233,109.75;Price after 51 days in Delve HC:
1239,108.87;Price after 51 days in Delve HC:
1245,107.98;Price after 51 days in Delve HC:
1251,107.1;Price after 52 days in Delve HC:
1257,106.19;Price after 52 days in Delve HC:
1263,105.32;Price after 52 days in Delve HC:
1269,104.61;Price after 52 days in Delve HC:
1275,104.41;Price after 53 days in Delve HC:
1281,103.83;Price after 53 days in Delve HC:
1287,103.22;Price after 53 days in Delve HC:
1293,102.82;Price after 53 days in Delve HC:
1299,102.2;Price after 54 days in Delve HC:
1305,101.5;Price after 54 days in Delve HC:
1311,100.76;Price after 54 days in Delve HC:
1317,100.02;Price after 54 days in Delve HC:
1323,99.18;Price after 55 days in Delve HC:
1329,98.39;Price after 55 days in Delve HC:
1335,97.62;Price after 55 days in Delve HC:
1341,96.8;Price after 55 days in Delve HC:
1347,96.15;Price after 56 days in Delve HC:
1353,95.64;Price after 56 days in Delve HC:
1359,95.02;Price after 56 days in Delve HC:
1365,94.41;Price after 56 days in Delve HC:
1371,93.89;Price after 57 days in Delve HC:
1377,93.17;Price after 57 days in Delve HC:
1383,92.13;Price after 57 days in Delve HC:
1389,91.11;Price after 57 days in Delve HC:
1395,90.26;Price after 58 days in Delve HC:
1401,89.37;Price after 58 days in Delve HC:
1407,88.38;Price after 58 days in Delve HC:
1413,87.44;Price after 58 days in Delve HC:
1419,86.49;Price after 59 days in Delve HC:
1425,85.58;Price after 59 days in Delve HC:
1431,84.78;Price after 59 days in Delve HC:
1437,83.87;Price after 59 days in Delve HC:
1443,83.24;Price after 60 days in Delve HC:
1449,82.59;Price after 60 days in Delve HC:
1455,82.19;Price after 60 days in Delve HC:
1461,81.59;Price after 60 days in Delve HC:
1467,80.95;Price after 61 days in Delve HC:
1473,80.37;Price after 61 days in Delve HC:
1479,79.87;Price after 61 days in Delve HC:
1485,79.27;Price after 61 days in Delve HC:
1491,78.69;Price after 62 days in Delve HC:
1497,78.15;Price after 62 days in Delve HC:
1503,77.69;Price after 62 days in Delve HC:
1509,77.28;Price after 62 days in Delve HC:
1515,76.66;Price after 63 days in Delve HC:
1521,76.19;Price after 63 days in Delve HC:
1527,75.81;Price after 63 days in Delve HC:
1533,75.51;Price after 63 days in Delve HC:
1539,75.09;Price after 64 days in Delve HC:
1545,74.71;Price after 64 days in Delve HC:
1551,74.31;Price after 64 days in Delve HC:
1557,73.97;Price after 64 days in Delve HC:
1563,73.64;Price after 65 days in Delve HC:
1569,73.31;Price after 65 days in Delve HC:
1575,72.97;Price after 65 days in Delve HC:
1581,72.6;Price after 65 days in Delve HC:
1587,72.33;Price after 66 days in Delve HC:
1593,72.08;Price after 66 days in Delve HC:
1599,71.84;Price after 66 days in Delve HC:
1605,71.67;Price after 66 days in Delve HC:
1611,71.63;Price after 67 days in Delve HC:
1617,71.54;Price after 67 days in Delve HC:
1623,71.5;Price after 67 days in Delve HC:
1629,71.41;Price after 67 days in Delve HC:
1635,71.29;Price after 68 days in Delve HC:
1641,71.16;Price after 68 days in Delve HC:
1647,71.02;Price after 68 days in Delve HC:
1653,70.98;Price after 68 days in Delve HC:
1659,70.84;Price after 69 days in Delve HC:
1665,70.72;Price after 69 days in Delve HC:
1671,70.57;Price after 69 days in Delve HC:
1677,70.45;Price after 69 days in Delve HC:
1683,70.28;Price after 70 days in Delve HC:
1689,70.07;Price after 70 days in Delve HC:
1695,69.91;Price after 70 days in Delve HC:
1701,69.73;Price after 70 days in Delve HC:
1707,69.59;Price after 71 days in Delve HC:
1713,69.46;Price after 71 days in Delve HC:
1719,69.31;Price after 71 days in Delve HC:
1725,69.19;Price after 71 days in Delve HC:
1731,69.08;Price after 72 days in Delve HC:
1737,68.99;Price after 72 days in Delve HC:
1743,68.9;Price after 72 days in Delve HC:
1749,68.82;Price after 72 days in Delve HC:
1755,68.78;Price after 73 days in Delve HC:
1761,68.78;Price after 73 days in Delve HC:
1767,68.78;Price after 73 days in Delve HC:
1773,68.85;Price after 73 days in Delve HC:
1779,68.91;Price after 74 days in Delve HC:
1785,68.96;Price after 74 days in Delve HC:
1791,69.07;Price after 74 days in Delve HC:
1797,69.21;Price after 74 days in Delve HC:
1803,69.37;Price after 75 days in Delve HC:
1809,69.53;Price after 75 days in Delve HC:
1815,69.69;Price after 75 days in Delve HC:
1821,69.85;Price after 75 days in Delve HC:
1827,70.02;Price after 76 days in Delve HC:
1833,70.19;Price after 76 days in Delve HC:
1839,70.31;Price after 76 days in Delve HC:
1845,70.54;Price after 76 days in Delve HC:
1851,70.78;Price after 77 days in Delve HC:
1857,70.95;Price after 77 days in Delve HC:
1863,71.16;Price after 77 days in Delve HC:
1869,71.34;Price after 77 days in Delve HC:
1875,71.53;Price after 78 days in Delve HC:
1881,71.66;Price after 78 days in Delve HC:
1887,71.81;Price after 78 days in Delve HC:
1893,71.95;Price after 78 days in Delve HC:
1899,72.06;Price after 79 days in Delve HC:
1905,72.17;Price after 79 days in Delve HC:
1911,72.25;Price after 79 days in Delve HC:
1917,72.23;Price after 79 days in Delve HC:
1923,72.19;Price after 80 days in Delve HC:
1929,72.24;Price after 80 days in Delve HC:
1935,72.2;Price after 80 days in Delve HC:
1941,72.19;Price after 80 days in Delve HC:
1947,72.14;Price after 81 days in Delve HC:
1953,72.16;Price after 81 days in Delve HC:
1959,72.16;Price after 81 days in Delve HC:
1965,72.2;Price after 81 days in Delve HC:
1971,72.2;Price after 82 days in Delve HC:
1977,72.23;Price after 82 days in Delve HC:
1983,72.29;Price after 82 days in Delve HC:
1989,72.33;Price after 82 days in Delve HC:
1995,72.42;Price after 83 days in Delve HC:
2001,72.46;Price after 83 days in Delve HC:
2007,72.46;Price after 83 days in Delve HC:
2013,72.49;Price after 83 days in Delve HC:
2019,72.55;Price after 84 days in Delve HC:
2025,72.54;Price after 84 days in Delve HC:
2031,72.48;Price after 84 days in Delve HC:
2037,72.41;Price after 84 days in Delve HC:
2043,72.36;Price after 85 days in Delve HC:
2049,72.37;Price after 85 days in Delve HC:
2055,72.39;Price after 85 days in Delve HC:
2061,72.41;Price after 85 days in Delve HC:
2067,72.41;Price after 86 days in Delve HC:
2073,72.44;Price after 86 days in Delve HC:
2079,72.52;Price after 86 days in Delve HC:
2085,72.56;Price after 86 days in Delve HC:
2091,72.57;Price after 87 days in Delve HC:
2097,72.65;Price after 87 days in Delve HC:
2103,72.79;Price after 87 days in Delve HC:
2109,72.89;Price after 87 days in Delve HC:
2115,73.01;Price after 88 days in Delve HC:
2121,73.06;Price after 88 days in Delve HC:
2127,73.06;Price after 88 days in Delve HC:
2133,73.06;Price after 88 days in Delve HC:
2139,73.06;Price after 89 days in Delve HC:
2145,73.07;Price after 89 days in Delve HC:
2151,73.09;Price after 89 days in Delve HC:
2157,73.13;Price after 89 days in Delve HC:
2163,73.15;Price after 90 days in Delve HC:
2169,73.15;Price after 90 days in Delve HC:
2175,73.25;Price after 90 days in Delve HC:
2181,73.25;Price after 90 days in Delve HC:
2187,73.21;Price after 91 days in Delve HC:
2193,73.17;Price after 91 days in Delve HC:
2199,73.14;Price after 91 days in Delve HC:
2205,73.09;Price after 91 days in Delve HC:
2211,73.08;Price after 92 days in Delve HC:
2217,73.04;Price after 92 days in Delve HC:
2223,72.98;Price after 92 days in Delve HC:
2229,72.98;Price after 92 days in Delve HC:
2235,72.87;Price after 93 days in Delve HC:
2241,72.78;Price after 93 days in Delve HC:
2247,72.57;Price after 93 days in Delve HC:
2253,72.49;Price after 93 days in Delve HC:
2259,72.69;Price after 94 days in Delve HC:
3,25.5;Price after 0 day in Betrayal:
9,25;Price after 0 day in Betrayal:
15,29;Price after 0 day in Betrayal:
21,31.71;Price after 0 day in Betrayal:
27,35.03;Price after 1 day in Betrayal:
33,38.53;Price after 1 day in Betrayal:
39,41.19;Price after 1 day in Betrayal:
45,43.23;Price after 1 day in Betrayal:
51,45.02;Price after 2 days in Betrayal:
57,47.57;Price after 2 days in Betrayal:
63,49.7;Price after 2 days in Betrayal:
69,51.6;Price after 2 days in Betrayal:
75,55.4;Price after 3 days in Betrayal:
81,59.23;Price after 3 days in Betrayal:
87,62.26;Price after 3 days in Betrayal:
93,65.57;Price after 3 days in Betrayal:
99,68.08;Price after 4 days in Betrayal:
105,70.04;Price after 4 days in Betrayal:
111,72.48;Price after 4 days in Betrayal:
117,75;Price after 4 days in Betrayal:
123,77.35;Price after 5 days in Betrayal:
129,78.86;Price after 5 days in Betrayal:
135,80.65;Price after 5 days in Betrayal:
141,82.49;Price after 5 days in Betrayal:
147,84.44;Price after 6 days in Betrayal:
153,86.48;Price after 6 days in Betrayal:
159,88.4;Price after 6 days in Betrayal:
165,89.99;Price after 6 days in Betrayal:
171,91.48;Price after 7 days in Betrayal:
177,92.91;Price after 7 days in Betrayal:
183,94.05;Price after 7 days in Betrayal:
189,95.03;Price after 7 days in Betrayal:
195,95.9;Price after 8 days in Betrayal:
201,96.6;Price after 8 days in Betrayal:
207,97.01;Price after 8 days in Betrayal:
213,97.22;Price after 8 days in Betrayal:
219,97.43;Price after 9 days in Betrayal:
225,97.58;Price after 9 days in Betrayal:
231,97.79;Price after 9 days in Betrayal:
237,97.96;Price after 9 days in Betrayal:
243,98.32;Price after 10 days in Betrayal:
249,98.81;Price after 10 days in Betrayal:
255,99.66;Price after 10 days in Betrayal:
261,101.08;Price after 10 days in Betrayal:
267,102.41;Price after 11 days in Betrayal:
273,104.12;Price after 11 days in Betrayal:
279,106.1;Price after 11 days in Betrayal:
285,108.06;Price after 11 days in Betrayal:
291,109.98;Price after 12 days in Betrayal:
297,112.04;Price after 12 days in Betrayal:
303,114.13;Price after 12 days in Betrayal:
309,116.5;Price after 12 days in Betrayal:
315,118.89;Price after 13 days in Betrayal:
321,121.18;Price after 13 days in Betrayal:
327,123.06;Price after 13 days in Betrayal:
333,124.36;Price after 13 days in Betrayal:
339,125.86;Price after 14 days in Betrayal:
345,127.24;Price after 14 days in Betrayal:
351,128.46;Price after 14 days in Betrayal:
357,129.9;Price after 14 days in Betrayal:
363,131.09;Price after 15 days in Betrayal:
369,132.34;Price after 15 days in Betrayal:
375,133.71;Price after 15 days in Betrayal:
381,134.51;Price after 15 days in Betrayal:
387,135.09;Price after 16 days in Betrayal:
393,135.98;Price after 16 days in Betrayal:
399,137.09;Price after 16 days in Betrayal:
405,138.2;Price after 16 days in Betrayal:
411,139.58;Price after 17 days in Betrayal:
417,141;Price after 17 days in Betrayal:
423,142.44;Price after 17 days in Betrayal:
429,143.92;Price after 17 days in Betrayal:
435,145.72;Price after 18 days in Betrayal:
441,147.43;Price after 18 days in Betrayal:
447,149.3;Price after 18 days in Betrayal:
453,151.24;Price after 18 days in Betrayal:
459,152.88;Price after 19 days in Betrayal:
465,153.7;Price after 19 days in Betrayal:
471,153.28;Price after 19 days in Betrayal:
477,153;Price after 19 days in Betrayal:
483,151.7;Price after 20 days in Betrayal:
489,149.95;Price after 20 days in Betrayal:
495,148.88;Price after 20 days in Betrayal:
501,147.8;Price after 20 days in Betrayal:
507,146.52;Price after 21 days in Betrayal:
513,145.34;Price after 21 days in Betrayal:
519,143.99;Price after 21 days in Betrayal:
525,142.7;Price after 21 days in Betrayal:
531,141.71;Price after 22 days in Betrayal:
537,141.23;Price after 22 days in Betrayal:
543,141.89;Price after 22 days in Betrayal:
549,142.28;Price after 22 days in Betrayal:
555,143.1;Price after 23 days in Betrayal:
561,144.54;Price after 23 days in Betrayal:
567,145.33;Price after 23 days in Betrayal:
573,146.23;Price after 23 days in Betrayal:
579,147.09;Price after 24 days in Betrayal:
585,148.11;Price after 24 days in Betrayal:
591,149.13;Price after 24 days in Betrayal:
597,150.14;Price after 24 days in Betrayal:
603,151.09;Price after 25 days in Betrayal:
609,152.19;Price after 25 days in Betrayal:
615,153.13;Price after 25 days in Betrayal:
621,154.46;Price after 25 days in Betrayal:
627,155.89;Price after 26 days in Betrayal:
633,157.02;Price after 26 days in Betrayal:
639,158.19;Price after 26 days in Betrayal:
645,159.17;Price after 26 days in Betrayal:
651,160.17;Price after 27 days in Betrayal:
657,160.76;Price after 27 days in Betrayal:
663,161.34;Price after 27 days in Betrayal:
669,161.78;Price after 27 days in Betrayal:
675,162.34;Price after 28 days in Betrayal:
681,162.78;Price after 28 days in Betrayal:
687,163.16;Price after 28 days in Betrayal:
693,163.32;Price after 28 days in Betrayal:
699,163.63;Price after 29 days in Betrayal:
705,163.89;Price after 29 days in Betrayal:
711,163.97;Price after 29 days in Betrayal:
717,163.96;Price after 29 days in Betrayal:
723,164.08;Price after 30 days in Betrayal:
729,164.32;Price after 30 days in Betrayal:
735,164.33;Price after 30 days in Betrayal:
741,164.74;Price after 30 days in Betrayal:
747,164.95;Price after 31 days in Betrayal:
753,165.3;Price after 31 days in Betrayal:
759,165.76;Price after 31 days in Betrayal:
765,166.26;Price after 31 days in Betrayal:
771,166.81;Price after 32 days in Betrayal:
777,167.57;Price after 32 days in Betrayal:
783,168.27;Price after 32 days in Betrayal:
789,169.07;Price after 32 days in Betrayal:
795,169.67;Price after 33 days in Betrayal:
801,170.37;Price after 33 days in Betrayal:
807,171.17;Price after 33 days in Betrayal:
813,171.65;Price after 33 days in Betrayal:
819,172.2;Price after 34 days in Betrayal:
825,172.4;Price after 34 days in Betrayal:
831,172.55;Price after 34 days in Betrayal:
837,172.67;Price after 34 days in Betrayal:
843,172.62;Price after 35 days in Betrayal:
849,172.44;Price after 35 days in Betrayal:
855,172.31;Price after 35 days in Betrayal:
861,172.07;Price after 35 days in Betrayal:
867,171.93;Price after 36 days in Betrayal:
873,171.72;Price after 36 days in Betrayal:
879,171.46;Price after 36 days in Betrayal:
885,171.13;Price after 36 days in Betrayal:
891,170.97;Price after 37 days in Betrayal:
897,170.98;Price after 37 days in Betrayal:
